id,value
id_89,27.560620216795147
id_90,0.12213270832600748
id_91,7.015980263879856
id_92,34.60906171080531
id_93,14.838954394913435
id_94,25.094906543225317
id_95,23.642010568726445
id_96,21.998425557099765
id_97,18.554798291856173
id_98,22.141212645797445
id_99,7.158032343173345
id_100,34.774703701575575
id_101,14.25352099330125
id_102,4.904748158177304
id_103,25.929469853926243
id_104,18.52387456321919
id_105,14.88441446102854
id_106,11.510781706884773
id_107,33.659339778459625
id_108,29.932785800323508
id_109,38.03664134753307
id_110,29.63346468576204
id_111,12.874415985048522
id_112,7.822238377651537
id_113,17.193873619244116
id_114,5.033226276178126
id_115,18.93889256224047
id_116,13.1019999232529
id_117,26.625764419782012
id_118,26.41803874495244
id_119,22.73600676282398
id_120,68.12425103459569
id_121,39.00740551990307
id_122,27.392658957996126
id_123,27.6825804329539
id_124,19.4963140119773
id_125,6.620925599058616
id_126,13.103129560979633
id_127,35.77929722307142
id_128,1.7694826274086708
id_129,25.165036064707458
id_130,25.97605580704933
id_131,17.415596108872023
id_132,35.61679964609545
id_133,14.584010102246749
id_134,28.745970738962228
id_135,13.258696554009443
id_136,14.612883673504058
id_137,21.455222623489767
id_138,61.67990667988683
id_139,9.741305394307862
id_140,3.711325916861348
id_141,17.530581995605353
id_142,18.41217394060021
id_143,31.93266931214864
id_144,21.053320631307518
id_145,6.663181467168723
id_146,19.7709969253629
id_147,16.813750264508396
id_148,42.653195143671944
id_149,19.079580602535017
id_150,20.937061379079726
id_151,18.014395427015664
id_152,38.67671009300565
id_153,22.474336557251682
id_154,15.450445954181365
id_155,44.353376323558514
id_156,19.36306034035743
id_157,23.09929036298158
id_158,28.551699031369942
id_159,32.595410658825955
id_160,25.5991172008781
id_161,11.369290920866044
id_162,20.41848921334414
id_163,30.908738315116867
id_164,33.10508697603038
id_165,9.167466154257003
id_166,-172.49071000871638
id_167,27.298530238357323
id_168,19.11574673648444
id_169,-2.192760588257067
id_170,9.374466220166077
id_171,20.0764282405423
id_172,68.03314968548997
id_173,18.359887931871647
id_174,17.293102591257238
id_175,23.211583640166502
id_176,27.66199238263752
id_177,16.502134317262314
id_178,19.86208360484074
id_179,37.47593754878953
id_180,19.822209171949183
id_181,8.686149602082601
id_182,25.807870253850965
id_183,-0.6347772562975562
id_184,18.500312628484053
id_185,32.150192497696686
id_186,25.591974867584483
id_187,40.750611063540724
id_188,21.403577518317164
id_189,24.06433534320282
id_190,11.31874991212428
id_191,22.58858598579544
id_192,-21.699168796281274
id_193,12.684322663363849
id_194,17.215296929579434
id_195,18.254420473352123
id_196,19.79381275906593
id_197,26.04323906438509
id_198,-4.721176074885759
id_199,17.525862255500613
id_200,32.82200814948864
id_201,21.733634394040063
id_202,45.46409947077015
id_203,-1.3603791467166797
id_204,28.35995837226597
id_205,28.876016249505362
id_206,28.45845641884071
id_207,21.99756318557997
id_208,50.43605885199176
id_209,21.68285567769718
id_210,27.08569897230689
id_211,29.651899126519393
id_212,29.330904325858775
id_213,26.708614038631726
id_214,29.735141538677567
id_215,-12.480074312146185
id_216,20.62242761363215
id_217,18.445132351799572
id_218,21.134256066485317
id_219,12.159921864209005
id_220,14.674584248786335
id_221,27.344984558758693
id_222,-9.199416380501253
id_223,16.91580581782229
id_224,21.8064608600684
id_225,35.589083999507366
id_226,21.09080293410771
id_227,31.55430051400115
id_228,21.149187704923065
id_229,117.53342026479929
id_230,10.63848015023759
id_231,20.272943976115798
id_232,39.104764038129986
id_233,3.5859778342281796
id_234,30.24387549134997
id_235,14.647233654205282
id_236,24.971214164114414
id_237,38.271770578581105
id_238,41.61932975301645
id_239,27.86696951046121
